datetime,open,high,low,close,volume,average,barCount,returns,log_returns,date,symbol
2022-09-27 10:00:00-04:00,278.3,278.61,276.27,278.23,2065829.0,277.51,11985,7.188814205116856e-05,7.188555822251512e-05,2022-09-27,QQQ
2022-09-27 11:00:00-04:00,278.26,278.5,274.72,274.79,1390585.0,276.325,7260,-0.012363871617007471,-0.012440940180427726,2022-09-27,QQQ
2022-09-27 12:00:00-04:00,274.75,274.84,272.12,273.82,1699746.0,273.353,9426,-0.0035299683394592885,-0.003536213378556289,2022-09-27,QQQ
2022-09-27 13:00:00-04:00,273.73,273.73,272.32,273.02,1089106.0,273.026,6506,-0.0029216273464319764,-0.0029259036307782635,2022-09-27,QQQ
2022-09-27 14:00:00-04:00,273.03,275.25,272.61,274.75,1342573.0,273.818,7232,0.006336532122188876,0.006316540708899074,2022-09-27,QQQ
2022-09-27 15:00:00-04:00,274.75,275.03,273.27,274.52,2037415.0,274.276,11273,-0.0008371246587808301,-0.0008374752432969503,2022-09-27,QQQ
2022-09-28 09:30:00-04:00,274.46,275.0,272.96,274.13,1472450.0,274.117,7495,-0.001420661518286459,-0.0014216716146445909,2022-09-28,QQQ
2022-09-28 10:00:00-04:00,274.07,276.92,273.04,276.07,2427880.0,275.435,12374,0.007076934301244009,0.00705201032284275,2022-09-28,QQQ
2022-09-28 11:00:00-04:00,276.02,278.1,275.76,278.04,1250674.0,276.885,6565,0.007135871336979793,0.007110531483653194,2022-09-28,QQQ
2022-09-28 12:00:00-04:00,278.04,278.85,277.44,277.97,997036.0,278.048,5212,-0.0002517623363544885,-0.0002517940338117541,2022-09-28,QQQ
2022-09-28 13:00:00-04:00,278.0,278.98,277.56,277.96,992254.0,278.286,4957,-3.597510522734826e-05,-3.59757523469665e-05,2022-09-28,QQQ
2022-09-28 14:00:00-04:00,277.96,279.19,277.86,278.96,682385.0,278.539,3854,0.0035976399481940646,0.003591183921269198,2022-09-28,QQQ
2022-09-28 15:00:00-04:00,278.96,281.25,278.87,279.87,2475203.0,280.292,13620,0.0032621164324635465,0.003256807273583754,2022-09-28,QQQ
2022-09-29 09:30:00-04:00,275.9,276.25,272.48,272.8,2318711.0,274.18,12425,-0.02526172865973486,-0.025586283671672313,2022-09-29,QQQ
2022-09-29 10:00:00-04:00,272.81,273.07,270.45,271.82,2847077.0,271.374,16904,-0.0035923753665689784,-0.0035988434421058433,2022-09-29,QQQ
2022-09-29 11:00:00-04:00,271.83,273.26,271.23,272.86,1429076.0,272.182,9646,0.0038260613641381003,0.0038187606075268704,2022-09-29,QQQ
2022-09-29 12:00:00-04:00,272.84,273.17,270.92,271.04,756933.0,271.881,5114,-0.006670087224217469,-0.006692431671038407,2022-09-29,QQQ
2022-09-29 13:00:00-04:00,270.99,271.44,269.51,269.59,1352249.0,270.497,6844,-0.005349763872491309,-0.005364125101593135,2022-09-29,QQQ
2022-09-29 14:00:00-04:00,269.6,270.49,268.84,269.2,1250323.0,269.531,8442,-0.0014466411958899972,-0.0014476885915238045,2022-09-29,QQQ
2022-09-29 15:00:00-04:00,269.19,272.28,269.16,272.03,3866338.0,271.544,20722,0.010512630014858804,0.010457756561122605,2022-09-29,QQQ
2022-09-30 09:30:00-04:00,271.07,273.15,270.01,272.16,1791908.0,271.412,8876,0.0004778884681837514,0.0004777743158563459,2022-09-30,QQQ
2022-09-30 10:00:00-04:00,272.14,274.19,271.28,273.78,1678351.0,272.761,9280,0.005952380952380709,0.005934735519814305,2022-09-30,QQQ
2022-09-30 11:00:00-04:00,273.82,275.17,272.27,272.51,1198541.0,273.992,6760,-0.0046387610490173925,-0.004649553489688446,2022-09-30,QQQ
2022-09-30 12:00:00-04:00,272.5,272.88,271.38,272.05,892234.0,272.22,4619,-0.0016880114491210074,-0.001689437745743193,2022-09-30,QQQ
2022-09-30 13:00:00-04:00,272.02,272.28,270.2,270.42,762906.0,271.165,4198,-0.00599154567175153,-0.006009567001322454,2022-09-30,QQQ
2022-09-30 14:00:00-04:00,270.37,271.18,269.11,269.25,1109517.0,270.242,6315,-0.0043266030619038,-0.004335989894114056,2022-09-30,QQQ
2022-09-30 15:00:00-04:00,269.22,270.46,267.1,267.18,3571322.0,268.291,19475,-0.007688022284122575,-0.007717727474831948,2022-09-30,QQQ
2022-10-03 09:30:00-04:00,269.07,269.74,267.56,268.75,1262120.0,268.885,6322,0.005876188337450294,0.00585899088020643,2022-10-03,QQQ
2022-10-03 10:00:00-04:00,268.76,272.11,268.74,271.34,1865984.0,270.964,9568,0.009637209302325589,0.009591067615289975,2022-10-03,QQQ
2022-10-03 11:00:00-04:00,271.39,272.26,270.39,270.79,1020715.0,271.477,5641,-0.0020269772241466866,-0.002029034322745019,2022-10-03,QQQ
2022-10-03 12:00:00-04:00,270.78,271.92,270.76,271.52,666466.0,271.357,4154,0.00269581594593582,0.0026921887514986783,2022-10-03,QQQ
2022-10-03 13:00:00-04:00,271.49,273.33,271.47,272.86,1009224.0,272.575,6544,0.004935179728933425,0.004923041648811886,2022-10-03,QQQ
2022-10-03 14:00:00-04:00,272.93,275.16,272.9,274.79,799670.0,274.247,5172,0.007073224364142705,0.0070483264494380325,2022-10-03,QQQ
2022-10-03 15:00:00-04:00,274.8,275.12,273.2,273.56,2178044.0,274.048,11982,-0.004476145420139077,-0.004486193354270934,2022-10-03,QQQ
2022-10-04 09:30:00-04:00,278.99,281.51,278.99,281.43,2201501.0,280.123,12300,0.028768825851732682,0.028362772576073978,2022-10-04,QQQ
2022-10-04 10:00:00-04:00,281.51,282.85,281.51,282.73,2253752.0,282.246,11701,0.004619265892051416,0.0046086298246656105,2022-10-04,QQQ
2022-10-04 11:00:00-04:00,282.7,282.84,281.66,282.19,944427.0,282.199,6076,-0.0019099494217098556,-0.0019117757008776546,2022-10-04,QQQ
2022-10-04 12:00:00-04:00,282.2,282.49,280.81,281.13,800032.0,281.756,5101,-0.0037563343846345187,-0.0037634071259153535,2022-10-04,QQQ
2022-10-04 13:00:00-04:00,281.04,281.64,279.22,281.24,1196772.0,280.417,7251,0.00039127805641525626,0.0003912015271187124,2022-10-04,QQQ
2022-10-04 14:00:00-04:00,281.27,282.2,280.63,281.92,860101.0,281.405,5043,0.002417863746266624,0.0024149454168541943,2022-10-04,QQQ
2022-10-04 15:00:00-04:00,281.93,282.24,280.52,282.15,2034618.0,281.642,11445,0.0008158342792279338,0.0008155016673341816,2022-10-04,QQQ
2022-10-05 09:30:00-04:00,278.29,279.59,277.84,278.63,1261142.0,278.567,6923,-0.012475633528265084,-0.012554107603194664,2022-10-05,QQQ
2022-10-05 10:00:00-04:00,278.66,278.69,275.5,275.85,2091130.0,276.533,11399,-0.009977389369414502,-0.010027497093514474,2022-10-05,QQQ
2022-10-05 11:00:00-04:00,275.85,277.75,275.76,277.63,1005227.0,276.991,6053,0.006452782309225968,0.006432052239423262,2022-10-05,QQQ
2022-10-05 12:00:00-04:00,277.64,280.34,276.95,279.72,1135122.0,279.079,5942,0.0075280048986061665,0.007499810877803071,2022-10-05,QQQ
2022-10-05 13:00:00-04:00,279.74,281.74,279.64,280.32,984841.0,280.865,5250,0.0021450021450020174,0.0021427049123604164,2022-10-05,QQQ
2022-10-05 14:00:00-04:00,280.3,282.29,280.16,282.24,760756.0,281.308,4238,0.006849315068493178,0.006825965070399891,2022-10-05,QQQ
2022-10-05 15:00:00-04:00,282.29,283.81,281.41,281.97,1944230.0,282.537,10969,-0.000956632653061118,-0.0009570905181066286,2022-10-05,QQQ
2022-10-06 09:30:00-04:00,280.97,284.17,280.95,282.1,1516824.0,282.522,7726,0.0004610419548178868,0.00046093570763085516,2022-10-06,QQQ
2022-10-06 10:00:00-04:00,282.15,282.25,279.43,282.22,1900809.0,280.461,9625,0.0004253810705423522,0.0004252906216640157,2022-10-06,QQQ
2022-10-06 11:00:00-04:00,282.3,282.87,280.76,280.83,1054703.0,281.86,5703,-0.004925235631776825,-0.004937404577851823,2022-10-06,QQQ
2022-10-06 12:00:00-04:00,280.81,282.24,280.28,281.57,708614.0,281.115,3888,0.0026350461133071157,0.0026315804660560424,2022-10-06,QQQ
2022-10-06 13:00:00-04:00,281.6,282.15,280.91,281.84,484138.0,281.574,2471,0.0009589089746775414,0.0009584495151631253,2022-10-06,QQQ
2022-10-06 14:00:00-04:00,281.85,281.87,279.48,280.13,645543.0,280.603,3621,-0.0060672722111835276,-0.006085752896709942,2022-10-06,QQQ
2022-10-06 15:00:00-04:00,280.09,280.89,279.45,279.82,1354796.0,280.069,7874,-0.0011066290650769695,-0.001107241831132338,2022-10-06,QQQ
2022-10-07 09:30:00-04:00,275.0,275.15,271.96,272.17,1976180.0,273.878,9386,-0.027339003645200366,-0.02771966824030031,2022-10-07,QQQ
2022-10-07 10:00:00-04:00,272.18,273.36,271.67,272.43,1391427.0,272.42,7327,0.0009552852996288497,0.0009548293050072056,2022-10-07,QQQ
2022-10-07 11:00:00-04:00,272.41,272.9,270.76,271.27,1011054.0,271.596,5589,-0.00425797452556631,-0.004267065514406766,2022-10-07,QQQ
2022-10-07 12:00:00-04:00,271.21,271.62,269.68,270.03,895126.0,270.511,4860,-0.004571091532421634,-0.004581570918336496,2022-10-07,QQQ
2022-10-07 13:00:00-04:00,270.04,270.43,269.35,269.48,572631.0,269.843,3613,-0.0020368107247341616,-0.002038887844644348,2022-10-07,QQQ
2022-10-07 14:00:00-04:00,269.47,269.93,268.81,269.32,755787.0,269.317,4497,-0.0005937360843105699,-0.0005939124153790093,2022-10-07,QQQ
2022-10-07 15:00:00-04:00,269.34,269.94,267.74,269.04,2901343.0,268.858,15489,-0.0010396554284864967,-0.0010401962450659094,2022-10-07,QQQ
2022-10-10 09:30:00-04:00,269.31,269.7,266.71,266.98,1435324.0,267.943,8589,-0.0076568539994053,-0.007686318204427857,2022-10-10,QQQ
2022-10-10 10:00:00-04:00,266.99,268.29,265.06,265.48,1664287.0,266.469,9788,-0.005618398381901257,-0.005634240949862087,2022-10-10,QQQ
2022-10-10 11:00:00-04:00,265.47,267.1,264.89,266.37,1038388.0,265.954,6159,0.0033524182612625353,0.0033468114346208227,2022-10-10,QQQ
