window,buy_time,sell_time,duration_hrs,n_tickers,avg_return,median_return,std_return,win_rate,sharpe,sortino,max_gain,max_loss,return_per_hour
10:00-10:30,10:00,10:30,0.5,6115,0.0821301118388014,0.030582621809623463,2.1595463072778567,50.89125102207686,0.038031188107435276,0.05727426889395095,13.599336092784,-12.26766162677657,0.1642602236776028
10:00-14:30,10:00,14:30,4.5,6115,0.0804206306274255,0.04246346395352529,2.2208513135793635,51.26737530662305,0.036211623054499285,0.052689342185557285,21.54045542774995,-15.152652832608283,0.017871251250538997
10:00-14:00,10:00,14:00,4.0,6115,0.07947896152971812,0.032153744932141494,2.1153353896679676,50.9403107113655,0.03757274705369227,0.05630792139006286,21.17549348523783,-16.223737353319027,0.01986974038242953
10:00-15:00,10:00,15:00,5.0,6115,0.07132698572943917,0.04734101522902149,2.2583094610908616,51.36549468520033,0.03158423898865709,0.04561401585555367,20.144944109418304,-16.824930081931385,0.014265397145887834
10:00-11:00,10:00,11:00,1.0,6115,0.06811484247711876,0.051051963803487206,2.287761747301427,51.36549468520033,0.02977357347523837,0.04330756659474187,17.918595467666513,-14.96572156544044,0.06811484247711876
10:00-13:30,10:00,13:30,3.5,6115,0.06552204111105704,0.03795865000364757,2.080202457281784,51.3164349959117,0.03149791544649706,0.045202892492907105,22.524627627829517,-15.28910391973646,0.018720583174587725
10:00-11:30,10:00,11:30,1.5,6115,0.060579886375023026,0.019544471006260375,2.290273099117351,50.400654129190514,0.026450944386662848,0.03970110612845379,23.55087826956577,-17.122668978297742,0.040386590916682015
10:00-13:00,10:00,13:00,3.0,6115,0.06009351586126637,0.008357040229358284,2.0831326963559653,50.28618152085037,0.028847665809474482,0.041722792092976836,21.13222395512858,-16.732109590759073,0.020031171953755457
10:00-12:30,10:00,12:30,2.5,6115,0.05709765608584429,0.02268104465294983,2.048149766421385,50.79313164349959,0.027877676243182038,0.04068704758631226,20.11665233102343,-17.090118115600152,0.022839062434337715
10:00-12:00,10:00,12:00,2.0,6115,0.04852598043643583,0.01647807786251586,2.200362566394063,50.466067048242024,0.02205362933253306,0.03232310126844852,25.526650913922726,-19.011716411976984,0.024262990218217914
12:00-14:00,12:00,14:00,2.0,6115,0.04585153425936313,0.03266163609457853,1.617023723140114,51.169255928045786,0.028355511179714535,0.041261018861481306,9.952994815895755,-10.147267093401663,0.022925767129681564
12:00-14:30,12:00,14:30,2.5,6115,0.045594661992983045,0.0183813805523665,1.6828721335872001,50.64595257563369,0.027093360857900557,0.03994200427712663,9.600285883618726,-10.498122277898693,0.018237864797193217
11:30-14:30,11:30,14:30,3.0,6115,0.03765256471789008,0.019773120846157115,1.807135462464848,50.58053965658218,0.020835496563458365,0.03135830295330791,16.18260459926586,-11.090196420632651,0.01255085490596336
11:30-14:00,11:30,14:00,2.5,6115,0.037555272121074894,0.00807465699171819,1.7261021661113385,50.253475061324615,0.02175727072151329,0.03312220614743059,13.466010452165348,-11.861765034469478,0.015022108848429958
12:00-15:00,12:00,15:00,3.0,6115,0.0359892893606415,0.03123068499039404,1.7021707603365683,51.28372853638593,0.021143172118363366,0.030876589310787777,9.986942782713648,-9.564481986268566,0.011996429786880501
12:00-13:30,12:00,13:30,1.5,6115,0.031326578597514726,0.026717031080833134,1.5368666659478767,50.82583810302535,0.020383406896390566,0.02925327487920436,10.30679588282253,-10.995874297631191,0.020884385731676485
12:30-14:30,12:30,14:30,2.0,6115,0.03078979437502918,0.009803928637548849,1.4926517832611657,50.43336058871627,0.02062758020344117,0.031011023981451523,11.124281735654902,-8.78679042155095,0.01539489718751459
12:30-14:00,12:30,14:00,1.5,6115,0.030322908671380905,0.02393797752304561,1.3655389161478677,50.80948487326247,0.02220581802012692,0.03310472624591612,9.551722956856237,-7.662816985879517,0.02021527244758727
11:00-14:00,11:00,14:00,3.0,6115,0.02982719608841031,0.011892679107348127,1.7126466170746004,50.26982829108749,0.017415849709474,0.02664079420341618,11.34826789614339,-14.00813902087431,0.00994239869613677
11:00-14:30,11:00,14:30,3.5,6115,0.029590696155428534,0.016543776149922598,1.7751712664052626,50.41700735895339,0.016669206355142258,0.024632433874413023,14.014159220347173,-12.933820454915928,0.008454484615836724
10:00-15:30,10:00,15:30,5.5,6115,0.028495531373048676,-0.009556009166095012,2.332917679060845,49.77923139820115,0.01221454645777301,0.018031705119873034,19.036614885111984,-15.247354525278691,0.005181005704190668
13:00-14:30,13:00,14:30,1.5,6115,0.028359129009463108,0.009954709781124981,1.4815610413408513,50.400654129190514,0.019141384133452483,0.0288481844722542,11.7174272095876,-9.263305269181918,0.018906086006308737
13:00-14:00,13:00,14:00,1.0,6115,0.027708112396981503,0.003956525064063656,1.3395533420381163,50.17170891251021,0.020684590547789535,0.031302354564785945,7.751522437386285,-8.813656951943937,0.027708112396981503
11:30-15:00,11:30,15:00,3.5,6115,0.02748888177306102,-0.007452995000148814,1.7927252933350248,49.681112019623875,0.01533357167172176,0.022839509262816856,11.792584709172328,-10.631572485182456,0.007853966220874578
12:00-13:00,12:00,13:00,1.0,6115,0.025793152560524817,0.017984720697603908,1.5333708837940772,50.8585445625511,0.016821209293281902,0.02450274371402247,12.05493619505013,-10.101097924430945,0.025793152560524817
13:30-14:30,13:30,14:30,1.0,6115,0.02307619873073727,0.01255217989687587,1.4943078965665852,50.44971381847915,0.015442733578373358,0.023235373572566196,8.017085642610228,-7.383758070777076,0.02307619873073727
11:30-13:30,11:30,13:30,2.0,6115,0.023052556713250055,-0.008822553010311257,1.6514745489549576,49.8119378577269,0.013958772012464597,0.020839815177858694,10.05200582616352,-10.375700547822019,0.011526278356625027
12:00-12:30,12:00,12:30,0.5,6115,0.02290327303111583,0.030722608513892545,1.4921870535403812,51.05478331970564,0.015348794895904804,0.022605363782310477,8.993965807999356,-7.885205125681499,0.04580654606223166
13:30-14:00,13:30,14:00,0.5,6115,0.022114459852970194,0.008219322480110647,1.3301196515107532,50.400654129190514,0.01662591769684219,0.025179252202948782,8.010908847896433,-8.711907026150424,0.04422891970594039
12:30-15:00,12:30,15:00,2.5,6115,0.02073851236341018,0.0196512578245275,1.4832793629831433,50.74407195421096,0.013981528281834434,0.020318107249655725,10.893038270118998,-9.376864989998753,0.008295404945364073
11:00-15:00,11:00,15:00,4.0,6115,0.01959176540587759,-0.007105313994990521,1.7710315167122137,49.8119378577269,0.011062347124261358,0.016438764787497628,11.433156605122106,-9.263166431732385,0.004897941351469397
13:00-15:00,13:00,15:00,2.0,6115,0.01867170012992548,0.014645144570767604,1.498030500327036,50.58053965658218,0.012464165533244649,0.018655556513998386,10.625551581163622,-7.988983534180896,0.00933585006496274
11:30-13:00,11:30,13:00,1.5,6115,0.01779555946729971,0.0018709973279242343,1.6650872657974936,50.04088307440719,0.01068746355391561,0.016205806402003677,9.705739837052029,-10.545359741026774,0.01186370631153314
12:30-13:30,12:30,13:30,1.0,6115,0.016264325177438206,0.027465887279284517,1.3060657321219835,50.907604251839736,0.012452914717403485,0.018115275280713904,8.019376290349092,-8.168917587196448,0.016264325177438206
11:00-13:30,11:00,13:30,2.5,6115,0.015557771365680338,-0.0027208519324663162,1.6522968934979547,49.877350776778414,0.009415844953108965,0.013786885721449238,10.770225410755042,-11.50137767978247,0.006223108546272135
11:30-12:30,11:30,12:30,1.0,6115,0.015420405212854048,0.005613480321346968,1.6576238780706216,50.17170891251021,0.009302716627611873,0.013740358724961155,11.7446351373479,-11.82679322522111,0.015420405212854048
13:00-13:30,13:00,13:30,0.5,6115,0.01359268934453208,-0.012513722951526009,1.274537651360951,49.419460343417825,0.01066480015715331,0.015758083343400748,7.474556382516104,-8.009551147274657,0.02718537868906416
