date,value,return_pct,cummax,drawdown,daily_return
2000-01-01,100000.0,0.0,100000.0,0.0,
2000-01-24,99998.9835655725,-0.0010164344274921078,100000.0,-1.0164344274962787e-05,-1.0164344274921078e-05
2000-01-24,99964.07724748338,-0.03592275251662613,100000.0,-0.00035922752516620674,-0.00034906672892565105
2000-01-25,99987.34311177327,-0.012656888226736385,100000.0,-0.000126568882267311,0.00023274225032143825
2000-01-26,99994.15517785867,-0.0058448221413320844,100000.0,-5.844822141327313e-05,6.812928390131923e-05
2000-01-26,99900.30347670232,-0.09969652329767653,100000.0,-0.0009969652329767996,-0.0009385718694199241
2000-01-26,99901.57253277837,-0.09842746722162898,100000.0,-0.00098427467221627,1.2703225434673726e-05
2000-01-27,99861.77577128066,-0.13822422871934137,100000.0,-0.0013822422871933669,-0.0003983597103504044
2000-01-27,99870.85806212049,-0.12914193787950667,100000.0,-0.0012914193787951082,9.094862142866589e-05
2000-01-27,99897.38797463244,-0.10261202536756553,100000.0,-0.0010261202536756173,0.00026564218057933964
2000-01-27,99922.4705788633,-0.07752942113670169,100000.0,-0.0007752942113669997,0.0002510836843625519
2000-01-28,99985.95943859732,-0.014040561402683949,100000.0,-0.00014040561402682214,0.0006353812047101837
2000-01-28,100028.2483688617,0.02824836886170523,100028.2483688617,0.0,0.0004229486870139798
2000-01-28,100036.89739517172,0.03689739517171997,100036.89739517172,0.0,8.646583791138696e-05
2000-01-28,100024.93524680365,0.024935246803647892,100036.89739517172,-0.00011957736274860646,-0.00011957736274859077
2000-02-01,99961.12912393821,-0.03887087606179174,100036.89739517172,-0.0007574032502647877,-0.0006379021661748752
2000-02-01,99907.19647818626,-0.09280352181373352,100036.89739517172,-0.001296530783767763,-0.0005395361799592768
2000-02-01,99940.18529265892,-0.05981470734107708,100036.89739517172,-0.0009667643142785804,0.0003301945769227377
2000-02-01,99994.79408438872,-0.005205915611283807,100036.89739517172,-0.0004208778148794616,0.0005464147536837771
2000-02-01,99982.33967715394,-0.01766032284605812,100036.89739517172,-0.0005453759506581024,-0.00012455055634463807
2000-02-01,100047.47586895105,0.04747586895104128,100047.47586895105,0.0,0.0006514769709073942
2000-02-02,100021.3896091852,0.021389609185185066,100047.47586895105,-0.00026073880964299023,-0.0002607388096429464
2000-02-03,100017.83911596004,0.017839115960049945,100047.47586895105,-0.0002962268936182458,-3.549733950924949e-05
2000-02-03,99991.45157282086,-0.008548427179133622,100047.47586895105,-0.000559977107304227,-0.00026382836674354593
2000-02-03,100098.42605112412,0.09842605112411196,100098.42605112412,0.0,0.001069836237204136
2000-02-03,100082.1362373319,0.082136237331909,100098.42605112412,-0.00016273796137310649,-0.00016273796137311614
2000-02-03,100038.17621509792,0.03817621509791813,100098.42605112412,-0.0006019059280255239,-0.0004392394475847272
2000-02-03,99992.80782847144,-0.007192171528558333,100098.42605112412,-0.0010551436902587186,-0.00045351073303179223
2000-02-04,100001.41187628264,0.001411876282642055,100098.42605112412,-0.0009691878151203542,8.60466667358395e-05
2000-02-04,99946.33392509895,-0.05366607490104869,100098.42605112412,-0.0015194257494866518,-0.0005507717356213471
2000-02-04,99943.79810800584,-0.05620189199415648,100098.42605112412,-0.001544758985913555,-2.5371786973371613e-05
2000-02-04,99932.5236048518,-0.0674763951482027,100098.42605112412,-0.0016573931560880345,-0.00011280843201355584
2000-02-07,99926.7369475599,-0.0732630524400979,100098.42605112412,-0.001715202829228605,-5.7905645561184826e-05
2000-02-08,99952.27647736404,-0.04772352263596735,100098.42605112412,-0.001460058659518121,0.00025558254561586224
2000-02-08,100107.08303954323,0.10708303954323206,100107.08303954323,0.0,0.0015488047659850679
2000-02-08,100095.01479131982,0.09501479131981405,100107.08303954323,-0.00012055338999983079,-0.00012055338999983345
2000-02-09,100139.44386793341,0.13944386793340868,100139.44386793341,0.0,0.00044386902490822777
2000-02-09,100234.53394127788,0.2345339412778813,100234.53394127788,0.0,0.0009495766070948264
2000-02-09,100329.8552843334,0.3298552843334024,100329.8552843334,0.0,0.0009509830525211704
2000-02-09,100376.85200306714,0.37685200306714073,100376.85200306714,0.0,0.00046842207237851596
2000-02-09,100308.6768442355,0.30867684423550035,100376.85200306714,-0.0006791920395108323,-0.0006791920395108342
2000-02-10,100289.40057572887,0.2894005757288598,100376.85200306714,-0.0008712310218255732,-0.00019216950231093488
2000-02-10,100258.02827421052,0.2580282742105089,100376.85200306714,-0.0011837762042286929,-0.00031281771890401266
2000-02-10,100301.052819556,0.3010528195560136,100376.85200306714,-0.0007551460520879398,0.00042913815567779956
2000-02-10,100267.82514342843,0.267825143428424,100376.85200306714,-0.0010861753229257651,-0.0003312794351953974
2000-02-10,100253.86449366769,0.25386449366768815,100376.85200306714,-0.0012252576858625805,-0.0001392335950318735
2000-02-10,100358.69497334147,0.3586949733414668,100376.85200306714,-0.0001808886148881677,0.0010456502619946573
2000-02-11,100354.62079106846,0.3546207910684718,100376.85200306714,-0.00022147747767578178,-4.0596206179133176e-05
2000-02-11,100358.9767125186,0.3589767125186105,100376.85200306714,-0.00017808180065245077,4.340529031754414e-05
2000-02-11,100355.82674822236,0.3558267482223654,100376.85200306714,-0.00020946318224975553,-3.138697104565491e-05
2000-02-14,100236.95696138512,0.23695696138512634,100376.85200306714,-0.0013936982370969418,-0.001184483160459271
2000-02-14,100335.77809299025,0.3357780929902576,100376.85200306714,-0.0004091970335514122,0.000985875216096277
2000-02-14,100294.91520157416,0.29491520157416407,100376.85200306714,-0.0008162918029196117,-0.000407261419532956
2000-02-15,100343.25048437242,0.343250484372426,100376.85200306714,-0.0003347536610701051,0.00048193153861397775
2000-02-15,100382.50856652699,0.3825085665269956,100382.50856652699,0.0,0.0003912378955741591
2000-02-15,100308.06452669324,0.30806452669323026,100382.50856652699,-0.000741603700652787,-0.0007416037006527931
2000-02-15,100314.129816108,0.31412981610801083,100382.50856652699,-0.0006811819249731665,6.0466617947341206e-05
