time,portfolio_value,cumulative_pnl
2024-11-01 15:00:00-04:00,99998.7099429842,-1.2900570157967377
2024-11-04 15:00:00-05:00,99995.94074185324,-4.0592581467705395
2024-11-05 15:00:00-05:00,99998.18751322536,-1.8124867746450355
2024-11-07 15:00:00-05:00,100000.66263576485,0.6626357648471459
2024-11-08 15:00:00-05:00,100001.01710632714,1.0171063271346112
2024-11-12 15:00:00-05:00,99999.45168084063,-0.5483191593679884
2024-11-19 13:00:00-05:00,100009.19659684063,9.196596840631983
2024-11-22 15:00:00-05:00,100008.88427306898,8.884273068986323
2024-11-26 15:00:00-05:00,100009.0506574361,9.050657436112939
2024-11-29 12:00:00-05:00,100010.60714782042,10.607147820436056
2024-12-02 15:00:00-05:00,100012.01137642791,12.011376427914605
2024-12-03 15:00:00-05:00,100013.65500110057,13.655001100580106
2024-12-04 15:00:00-05:00,100016.35630602638,16.356306026394936
2024-12-06 15:00:00-05:00,100017.45598708258,17.455987082583654
2024-12-09 15:00:00-05:00,100013.8563799736,13.856379973605497
2024-12-10 15:00:00-05:00,100010.23750079144,10.237500791441892
2024-12-11 15:00:00-05:00,100012.3960219848,12.396021984803363
2024-12-13 15:00:00-05:00,100010.15343920056,10.153439200560314
2024-12-16 15:00:00-05:00,100013.30885672425,13.308856724255596
2024-12-18 15:00:00-05:00,99994.31849938253,-5.681500617476152
2024-12-20 10:00:00-05:00,99999.31590738252,-0.6840926174762103
2024-12-23 15:00:00-05:00,100002.16737429514,2.167374295141192
2024-12-24 12:00:00-05:00,100005.3260634917,5.326063491701955
2024-12-26 15:00:00-05:00,100006.24449266946,6.244492669466384
2025-01-02 15:00:00-05:00,100000.77939507218,0.7793950721859559
2025-01-03 15:00:00-05:00,100003.76263181043,3.7626318104382914
2025-01-06 15:00:00-05:00,100002.00254878584,2.0025487858432633
2025-01-13 15:00:00-05:00,100005.33103700579,5.3310370057993115
2025-01-15 15:00:00-05:00,100006.82478766286,6.82478766286782
2025-01-22 15:00:00-05:00,100006.222128919,6.222128919016631
2025-01-23 15:00:00-05:00,100009.49976222354,9.499762223555845
2025-01-24 15:00:00-05:00,100005.5871854053,5.587185405319433
2025-01-27 15:00:00-05:00,100003.46120396319,3.4612039632077725
2025-01-30 15:00:00-05:00,100002.0617408838,2.0617408838236866
2025-01-31 15:00:00-05:00,99994.95147177082,-5.048528229153657
2025-02-03 10:00:00-05:00,99999.97396777083,-0.02603222915361947
2025-02-04 15:00:00-05:00,100002.37468874903,2.374688749050648
2025-02-05 15:00:00-05:00,100006.90491981881,6.904919818836694
2025-02-06 15:00:00-05:00,100008.62349699778,8.62349699780101
2025-02-07 15:00:00-05:00,100000.7428099112,0.742809911218389
2025-02-10 15:00:00-05:00,100001.82140307577,1.8214030757854898
2025-02-11 15:00:00-05:00,100001.86029618954,1.8602961895627295
2025-02-12 15:00:00-05:00,100004.65959731772,4.659597317737141
2025-02-13 15:00:00-05:00,100009.06619274864,9.066192748650986
2025-02-14 15:00:00-05:00,100010.43128426913,10.431284269146957
2025-02-26 15:00:00-05:00,100007.62499484421,7.624994844231827
2025-02-28 15:00:00-05:00,100012.51685684422,12.516856844231878
2025-03-07 15:00:00-05:00,100016.30428818116,16.3042881811646
2025-03-11 15:00:00-04:00,100009.78576590722,9.785765907219474
2025-03-14 15:00:00-04:00,100017.20364827155,17.203648271546626
2025-03-17 15:00:00-04:00,100018.97793888222,18.977938882224617
2025-03-19 14:00:00-04:00,100028.31929088222,28.319290882224628
2025-03-20 15:00:00-04:00,100025.77542122256,25.77542122255665
2025-03-21 15:00:00-04:00,100035.07580922256,35.07580922255674
2025-03-24 15:00:00-04:00,100037.26398445311,37.26398445311067
2025-03-25 15:00:00-04:00,100040.46997992201,40.46997992201693
2025-03-27 15:00:00-04:00,100036.10394644231,36.1039464423129
2025-04-01 11:00:00-04:00,100045.25086644231,45.250866442313026
2025-04-02 12:00:00-04:00,100054.46187844231,54.46187844231311
2025-04-03 15:00:00-04:00,100039.4784184927,39.478418492703156
2025-04-04 15:00:00-04:00,100007.43355634193,7.433556341933276
2025-04-07 10:00:00-04:00,100015.58460034193,15.584600341933328
2025-04-08 15:00:00-04:00,99966.50192163207,-33.49807836792479
2025-04-09 13:00:00-04:00,99974.73920563207,-25.260794367924763
2025-04-11 12:00:00-04:00,99983.50804163207,-16.491958367924703
2025-04-15 15:00:00-04:00,99978.08067826394,-21.919321736051014
2025-04-22 12:00:00-04:00,99986.70957026393,-13.290429736050967
2025-04-23 15:00:00-04:00,99973.14349060466,-26.85650939531897
2025-04-24 12:00:00-04:00,99982.15458260466,-17.84541739531891
2025-04-29 15:00:00-04:00,99988.67567662986,-11.324323370123818
2025-05-05 15:00:00-04:00,99988.6870394981,-11.312960501897493
2025-05-07 15:00:00-04:00,99989.10057015756,-10.89942984242946
2025-05-09 15:00:00-04:00,99982.98902119456,-17.010978805436885
2025-05-13 13:00:00-04:00,99987.99760119455,-12.002398805436842
2025-05-14 15:00:00-04:00,99989.3804619384,-10.61953806158564
2025-05-19 15:00:00-04:00,99993.18247481543,-6.817525184561054
2025-05-21 15:00:00-04:00,99987.45616933373,-12.543830666264725
2025-05-22 15:00:00-04:00,99984.86010589042,-15.139894109576057
2025-05-23 15:00:00-04:00,99986.75684025715,-13.243159742849404
2025-05-27 15:00:00-04:00,99990.73922110099,-9.260778899018034
2025-06-02 15:00:00-04:00,99995.80317110098,-4.196828899018065
2025-06-03 15:00:00-04:00,99998.31276619397,-1.687233806036689
2025-06-04 15:00:00-04:00,99998.26131734013,-1.7386826598659406
2025-06-06 15:00:00-04:00,99996.84916052989,-3.1508394701038385
2025-06-10 15:00:00-04:00,99999.20599389602,-0.7940061039769266
2025-06-12 15:00:00-04:00,100000.92293923815,0.9229392381545172
