time,equity,equity_pct,peak,drawdown,peak_pct,drawdown_pct
2023-09-27 15:00:00-04:00,-0.14000000000000057,-0.40149125322627066,-0.14000000000000057,0.0,-0.40149125322627066,0.0
2023-09-28 11:00:00-04:00,0.6242799999999988,1.7985087467737273,0.6242799999999988,0.0,1.7985087467737273,0.0
2023-09-29 15:00:00-04:00,-0.5457199999999958,-1.380839079313215,0.6242799999999988,-1.1699999999999946,1.7985087467737273,-3.1793478260869423
2023-10-02 11:00:00-04:00,0.24628000000000583,0.8191609206867891,0.6242799999999988,-0.377999999999993,1.7985087467737273,-0.9793478260869382
2023-10-03 15:00:00-04:00,-1.4337199999999939,-3.8191604487223767,0.6242799999999988,-2.0579999999999927,1.7985087467737273,-5.617669195496104
2023-10-04 15:00:00-04:00,-0.6610799999999912,-1.619160448722369,0.6242799999999988,-1.28535999999999,1.7985087467737273,-3.4176691954960963
2023-10-05 10:00:00-04:00,0.11684000000001049,0.5808395512776361,0.6242799999999988,-0.5074399999999883,1.7985087467737273,-1.2176691954960912
2023-10-06 10:00:00-04:00,0.8831000000000131,2.7808395512776434,0.8831000000000131,0.0,2.7808395512776434,0.0
2023-10-09 13:00:00-04:00,1.6953400000000158,4.980839551277651,1.6953400000000158,0.0,4.980839551277651,0.0
2023-10-10 11:00:00-04:00,2.538160000000019,7.180839551277659,2.538160000000019,0.0,7.180839551277659,0.0
2023-10-11 15:00:00-04:00,2.9081600000000236,8.130287844836818,2.9081600000000236,0.0,8.130287844836818,0.0
2023-10-12 14:00:00-04:00,3.775400000000026,10.330287844836825,3.775400000000026,0.0,10.330287844836825,0.0
2023-10-13 15:00:00-04:00,2.0854000000000212,6.0080372054506235,3.775400000000026,-1.6900000000000048,10.330287844836825,-4.322250639386201
2023-10-16 15:00:00-04:00,2.5854000000000212,7.317280462847847,3.775400000000026,-1.1900000000000048,10.330287844836825,-3.0130073819889773
2023-10-17 15:00:00-04:00,1.3654000000000224,4.0270970755770845,3.775400000000026,-2.4100000000000037,10.330287844836825,-6.30319076925974
2023-10-18 15:00:00-04:00,0.3054000000000272,1.21766161308041,3.775400000000026,-3.469999999999999,10.330287844836825,-9.112626231756416
