,time,equity,drawdown
0,2022-09-27 15:00:00-04:00,3.7100000000000364,0.0
1,2022-09-28 15:00:00-04:00,-2.0299999999999727,-5.740000000000009
2,2022-09-29 15:00:00-04:00,-1.259999999999934,-4.96999999999997
3,2022-09-30 15:00:00-04:00,-6.239999999999952,-9.949999999999989
4,2022-10-03 15:00:00-04:00,-11.049999999999955,-14.759999999999991
5,2022-10-04 15:00:00-04:00,-10.329999999999984,-14.04000000000002
6,2022-10-05 15:00:00-04:00,-6.989999999999952,-10.699999999999989
7,2022-10-06 15:00:00-04:00,-9.269999999999982,-12.980000000000018
8,2022-10-07 15:00:00-04:00,-6.139999999999986,-9.850000000000023
9,2022-10-10 15:00:00-04:00,-5.329999999999984,-9.04000000000002
10,2022-10-11 15:00:00-04:00,-5.849999999999966,-9.560000000000002
11,2022-10-12 15:00:00-04:00,-7.109999999999957,-10.819999999999993
12,2022-10-13 11:00:00-04:00,-1.4454399999999623,-5.155439999999999
13,2022-10-14 12:00:00-04:00,4.449240000000032,0.0
14,2022-10-17 15:00:00-04:00,5.409240000000068,0.0
15,2022-10-18 15:00:00-04:00,7.96924000000007,0.0
16,2022-10-19 15:00:00-04:00,8.45924000000008,0.0
17,2022-10-20 15:00:00-04:00,5.689240000000041,-2.7700000000000387
18,2022-10-21 15:00:00-04:00,10.39924000000002,0.0
19,2022-10-24 15:00:00-04:00,13.229240000000061,0.0
20,2022-10-25 15:00:00-04:00,14.779240000000073,0.0
21,2022-10-26 15:00:00-04:00,14.029240000000073,-0.75
22,2022-10-27 15:00:00-04:00,15.299240000000054,0.0
23,2022-10-28 14:00:00-04:00,21.344840000000033,0.0
24,2022-10-31 15:00:00-04:00,20.814840000000004,-0.5300000000000296
25,2022-11-01 15:00:00-04:00,25.304839999999956,0.0
26,2022-11-02 15:00:00-04:00,31.32931999999994,0.0
27,2022-11-03 15:00:00-04:00,31.37931999999995,0.0
28,2022-11-04 15:00:00-04:00,30.159319999999923,-1.2200000000000273
29,2022-11-07 15:00:00-05:00,26.999319999999955,-4.3799999999999955
30,2022-11-08 15:00:00-05:00,26.15931999999998,-5.21999999999997
31,2022-11-09 15:00:00-05:00,29.66931999999997,-1.7099999999999795
32,2022-11-10 15:00:00-05:00,33.989319999999964,0.0
33,2022-11-11 15:00:00-05:00,38.96931999999998,0.0
34,2022-11-14 15:00:00-05:00,39.10931999999997,0.0
35,2022-11-15 15:00:00-05:00,36.069320000000005,-3.0399999999999636
36,2022-11-16 15:00:00-05:00,37.109320000000025,-1.9999999999999432
37,2022-11-17 15:00:00-05:00,40.099320000000034,0.0
38,2022-11-18 15:00:00-05:00,41.18932000000001,0.0
39,2022-11-21 15:00:00-05:00,39.33931999999999,-1.8500000000000227
40,2022-11-22 15:00:00-05:00,34.34931999999998,-6.840000000000032
41,2022-11-23 15:00:00-05:00,35.21931999999998,-5.970000000000027
42,2022-11-25 12:00:00-05:00,34.739319999999964,-6.4500000000000455
43,2022-11-28 15:00:00-05:00,31.16931999999997,-10.020000000000039
44,2022-11-29 15:00:00-05:00,32.509319999999946,-8.680000000000064
45,2022-11-30 14:00:00-05:00,38.70473999999996,-2.484580000000051
46,2022-12-01 15:00:00-05:00,37.464740000000006,-3.724580000000003
47,2022-12-02 15:00:00-05:00,40.82474000000002,-0.36457999999998947
48,2022-12-05 15:00:00-05:00,37.624739999999974,-3.564580000000035
49,2022-12-06 15:00:00-05:00,40.11473999999993,-1.0745800000000827
50,2022-12-07 15:00:00-05:00,39.21473999999995,-1.97458000000006
51,2022-12-08 15:00:00-05:00,40.29473999999993,-0.8945800000000759
52,2022-12-09 15:00:00-05:00,39.2047399999999,-1.9845800000001077
53,2022-12-12 15:00:00-05:00,42.12473999999992,0.0
54,2022-12-13 11:00:00-05:00,48.63079999999991,0.0
55,2022-12-14 15:00:00-05:00,45.100799999999936,-3.5299999999999727
56,2022-12-15 15:00:00-05:00,47.840799999999945,-0.7899999999999636
57,2022-12-16 15:00:00-05:00,45.15079999999995,-3.4799999999999613
58,2022-12-19 15:00:00-05:00,47.10079999999999,-1.5299999999999159
59,2022-12-20 15:00:00-05:00,47.2808,-1.349999999999909
60,2022-12-21 15:00:00-05:00,49.940800000000024,0.0
61,2022-12-22 13:00:00-05:00,55.848460000000046,0.0
62,2022-12-23 15:00:00-05:00,52.41846000000004,-3.430000000000007
63,2022-12-27 15:00:00-05:00,52.72846000000004,-3.1200000000000045
64,2022-12-28 15:00:00-05:00,48.41846000000004,-7.430000000000007
65,2022-12-29 15:00:00-05:00,50.13846000000001,-5.710000000000036
66,2022-12-30 15:00:00-05:00,52.748459999999966,-3.1000000000000796
67,2023-01-03 15:00:00-05:00,53.90845999999999,-1.9400000000000546
68,2023-01-04 15:00:00-05:00,53.538459999999986,-2.310000000000059
69,2023-01-05 15:00:00-05:00,54.75845999999996,-1.0900000000000887
70,2023-01-06 15:00:00-05:00,47.488459999999975,-8.36000000000007
71,2023-01-09 15:00:00-05:00,44.508460000000014,-11.340000000000032
72,2023-01-10 15:00:00-05:00,46.358460000000036,-9.490000000000009
73,2023-01-11 15:00:00-05:00,49.69846000000001,-6.150000000000034
74,2023-01-12 15:00:00-05:00,45.54845999999998,-10.300000000000068
75,2023-01-13 15:00:00-05:00,49.17845999999997,-6.670000000000073
76,2023-01-17 15:00:00-05:00,49.498459999999966,-6.35000000000008
77,2023-01-18 15:00:00-05:00,43.60845999999998,-12.240000000000066
78,2023-01-19 15:00:00-05:00,44.468459999999936,-11.38000000000011
79,2023-01-20 15:00:00-05:00,49.9484599999999,-5.900000000000148
80,2023-01-23 15:00:00-05:00,53.108459999999866,-2.7400000000001796
81,2023-01-24 15:00:00-05:00,53.628459999999905,-2.220000000000141
82,2023-01-25 15:00:00-05:00,47.58845999999994,-8.260000000000105
83,2023-01-26 15:00:00-05:00,44.38845999999995,-11.460000000000093
84,2023-01-27 15:00:00-05:00,46.738459999999975,-9.11000000000007
85,2023-01-30 15:00:00-05:00,43.10845999999998,-12.740000000000066
86,2023-01-31 15:00:00-05:00,46.98846000000003,-8.860000000000014
87,2023-02-01 15:00:00-05:00,53.46966000000003,-2.3788000000000125
88,2023-02-02 15:00:00-05:00,49.04966000000002,-6.798800000000028
89,2023-02-03 15:00:00-05:00,46.57965999999999,-9.268800000000056
90,2023-02-06 15:00:00-05:00,45.67966000000001,-10.168800000000033
91,2023-02-07 15:00:00-05:00,39.00966,-16.83880000000005
92,2023-02-08 15:00:00-05:00,42.81966,-13.028800000000047
93,2023-02-09 15:00:00-05:00,49.587080000000014,-6.261380000000031
94,2023-02-10 15:00:00-05:00,49.627080000000035,-6.221380000000011
95,2023-02-13 15:00:00-05:00,51.637080000000026,-4.21138000000002
96,2023-02-14 15:00:00-05:00,52.73707999999999,-3.1113800000000538
97,2023-02-15 15:00:00-05:00,56.847080000000005,0.0
98,2023-02-16 15:00:00-05:00,54.817079999999976,-2.0300000000000296
99,2023-02-17 15:00:00-05:00,53.337080000000014,-3.509999999999991
100,2023-02-21 15:00:00-05:00,56.56708000000003,-0.2799999999999727
101,2023-02-22 15:00:00-05:00,56.06708000000003,-0.7799999999999727
102,2023-02-23 15:00:00-05:00,56.667080000000055,-0.17999999999994998
103,2023-02-24 15:00:00-05:00,56.157080000000065,-0.6899999999999409
104,2023-02-27 15:00:00-05:00,54.617080000000044,-2.2299999999999613
105,2023-02-28 15:00:00-05:00,53.887080000000026,-2.9599999999999795
106,2023-03-01 15:00:00-05:00,55.98708000000005,-0.8599999999999568
107,2023-03-02 15:00:00-05:00,60.087080000000014,0.0
108,2023-03-03 15:00:00-05:00,63.047079999999994,0.0
109,2023-03-06 15:00:00-05:00,61.62707999999998,-1.420000000000016
110,2023-03-07 15:00:00-05:00,57.65707999999995,-5.390000000000043
111,2023-03-08 15:00:00-05:00,56.32707999999997,-6.720000000000027
112,2023-03-09 15:00:00-05:00,48.517079999999964,-14.53000000000003
113,2023-03-10 15:00:00-05:00,50.227079999999944,-12.82000000000005
114,2023-03-13 15:00:00-04:00,51.29707999999994,-11.750000000000057
115,2023-03-14 15:00:00-04:00,53.027079999999955,-10.020000000000039
116,2023-03-15 15:00:00-04:00,48.777079999999955,-14.270000000000039
117,2023-03-16 15:00:00-04:00,55.370479999999986,-7.676600000000008
118,2023-03-17 15:00:00-04:00,53.05047999999999,-9.9966
119,2023-03-20 15:00:00-04:00,49.95047999999997,-13.096600000000024
120,2023-03-21 15:00:00-04:00,51.41047999999995,-11.636600000000044
121,2023-03-22 15:00:00-04:00,46.89047999999997,-16.156600000000026
122,2023-03-23 15:00:00-04:00,45.88047999999992,-17.166600000000074
123,2023-03-24 15:00:00-04:00,44.16047999999995,-18.886600000000044
124,2023-03-27 15:00:00-04:00,40.97047999999995,-22.07660000000004
125,2023-03-28 15:00:00-04:00,40.050479999999936,-22.996600000000058
126,2023-03-29 15:00:00-04:00,41.34047999999996,-21.706600000000037
127,2023-03-30 15:00:00-04:00,41.47047999999995,-21.57660000000004
128,2023-03-31 15:00:00-04:00,45.280479999999955,-17.76660000000004
129,2023-04-03 15:00:00-04:00,46.320479999999975,-16.72660000000002
130,2023-04-04 15:00:00-04:00,47.69047999999998,-15.356600000000014
131,2023-04-05 15:00:00-04:00,49.09047999999996,-13.956600000000037
132,2023-04-06 15:00:00-04:00,44.62047999999993,-18.426600000000064
133,2023-04-10 15:00:00-04:00,40.42047999999994,-22.626600000000053
134,2023-04-11 15:00:00-04:00,41.22047999999995,-21.82660000000004
135,2023-04-12 15:00:00-04:00,43.820479999999975,-19.22660000000002
136,2023-04-13 15:00:00-04:00,47.320479999999975,-15.726600000000019
137,2023-04-14 15:00:00-04:00,46.020479999999964,-17.02660000000003
138,2023-04-17 15:00:00-04:00,45.370479999999986,-17.676600000000008
139,2023-04-18 15:00:00-04:00,46.850480000000005,-16.19659999999999
140,2023-04-19 15:00:00-04:00,48.96048000000002,-14.086599999999976
141,2023-04-20 15:00:00-04:00,48.00048000000004,-15.046599999999955
142,2023-04-21 15:00:00-04:00,45.81048000000004,-17.236599999999953
143,2023-04-24 15:00:00-04:00,44.82048000000003,-18.226599999999962
144,2023-04-25 15:00:00-04:00,48.98048000000006,-14.066599999999937
145,2023-04-26 15:00:00-04:00,47.10048000000006,-15.946599999999933
146,2023-04-27 15:00:00-04:00,42.010480000000086,-21.036599999999908
147,2023-04-28 15:00:00-04:00,39.240480000000105,-23.80659999999989
148,2023-05-01 15:00:00-04:00,39.07048000000009,-23.976599999999905
149,2023-05-02 15:00:00-04:00,41.54048000000006,-21.506599999999935
150,2023-05-03 15:00:00-04:00,38.29048000000006,-24.756599999999935
151,2023-05-04 15:00:00-04:00,38.130480000000034,-24.91659999999996
152,2023-05-05 15:00:00-04:00,41.35048000000006,-21.696599999999933
153,2023-05-08 15:00:00-04:00,39.30048000000005,-23.746599999999944
154,2023-05-09 15:00:00-04:00,38.220480000000066,-24.826599999999928
155,2023-05-10 15:00:00-04:00,39.01048000000003,-24.036599999999964
156,2023-05-11 15:00:00-04:00,37.53048000000001,-25.516599999999983
157,2023-05-12 15:00:00-04:00,38.66048000000001,-24.386599999999987
158,2023-05-15 15:00:00-04:00,36.350480000000005,-26.69659999999999
159,2023-05-16 15:00:00-04:00,36.24047999999999,-26.806600000000003
160,2023-05-17 15:00:00-04:00,32.21047999999996,-30.836600000000033
161,2023-05-18 15:00:00-04:00,36.47047999999995,-26.57660000000004
162,2023-05-19 15:00:00-04:00,37.41047999999995,-25.636600000000044
163,2023-05-22 15:00:00-04:00,36.84047999999996,-26.206600000000037
164,2023-05-23 15:00:00-04:00,33.44047999999992,-29.60660000000007
165,2023-05-24 15:00:00-04:00,33.680479999999875,-29.36660000000012
166,2023-05-25 15:00:00-04:00,31.200479999999857,-31.846600000000137
167,2023-05-26 15:00:00-04:00,36.49047999999988,-26.556600000000117
168,2023-05-30 15:00:00-04:00,37.6504799999999,-25.39660000000009
169,2023-05-31 15:00:00-04:00,35.82047999999992,-27.226600000000076
170,2023-06-01 15:00:00-04:00,39.84047999999996,-23.206600000000037
171,2023-06-02 15:00:00-04:00,37.49047999999999,-25.556600000000003
172,2023-06-05 15:00:00-04:00,37.26048000000003,-25.786599999999964
173,2023-06-06 15:00:00-04:00,36.33048000000002,-26.71659999999997
174,2023-06-07 15:00:00-04:00,29.080480000000023,-33.96659999999997
175,2023-06-08 15:00:00-04:00,32.04048,-31.00659999999999
176,2023-06-09 15:00:00-04:00,29.68047999999999,-33.366600000000005
177,2023-06-12 15:00:00-04:00,25.100479999999948,-37.946600000000046
178,2023-06-13 15:00:00-04:00,23.36047999999994,-39.686600000000055
179,2023-06-14 15:00:00-04:00,25.390479999999968,-37.656600000000026
180,2023-06-15 15:00:00-04:00,29.570479999999975,-33.47660000000002
181,2023-06-16 15:00:00-04:00,31.670479999999998,-31.376599999999996
182,2023-06-20 15:00:00-04:00,32.340480000000014,-30.70659999999998
183,2023-06-21 15:00:00-04:00,34.30048000000005,-28.746599999999944
184,2023-06-22 15:00:00-04:00,37.400480000000016,-25.646599999999978
185,2023-06-23 15:00:00-04:00,36.54048,-26.50659999999999
186,2023-06-26 15:00:00-04:00,29.790480000000002,-33.25659999999999
187,2023-06-27 15:00:00-04:00,33.350480000000005,-29.69659999999999
188,2023-06-28 15:00:00-04:00,34.43047999999999,-28.616600000000005
189,2023-06-29 15:00:00-04:00,34.370479999999986,-28.676600000000008
190,2023-06-30 15:00:00-04:00,34.74047999999999,-28.306600000000003
191,2023-07-03 12:00:00-04:00,34.570479999999975,-28.47660000000002
192,2023-07-05 15:00:00-04:00,34.21047999999996,-28.836600000000033
193,2023-07-06 15:00:00-04:00,32.38047999999992,-30.666600000000074
194,2023-07-07 15:00:00-04:00,30.190479999999923,-32.85660000000007
195,2023-07-10 15:00:00-04:00,28.350479999999948,-34.696600000000046
196,2023-07-11 15:00:00-04:00,26.14047999999991,-36.90660000000008
197,2023-07-12 15:00:00-04:00,25.940479999999866,-37.10660000000013
198,2023-07-13 15:00:00-04:00,28.370479999999816,-34.67660000000018
199,2023-07-14 15:00:00-04:00,25.800479999999823,-37.24660000000017
200,2023-07-17 15:00:00-04:00,28.31047999999987,-34.736600000000124
201,2023-07-18 15:00:00-04:00,23.650479999999902,-39.39660000000009
202,2023-07-19 15:00:00-04:00,24.800479999999936,-38.24660000000006
203,2023-07-20 15:00:00-04:00,18.20047999999997,-44.846600000000024
204,2023-07-21 15:00:00-04:00,20.19047999999998,-42.856600000000014
205,2023-07-24 15:00:00-04:00,18.810479999999984,-44.23660000000001
206,2023-07-25 15:00:00-04:00,18.890479999999968,-44.156600000000026
207,2023-07-26 15:00:00-04:00,18.570479999999975,-44.47660000000002
208,2023-07-27 15:00:00-04:00,11.20047999999997,-51.846600000000024
209,2023-07-28 15:00:00-04:00,12.740479999999991,-50.3066
210,2023-07-31 15:00:00-04:00,11.920479999999941,-51.12660000000005
211,2023-08-01 15:00:00-04:00,11.020479999999907,-52.02660000000009
212,2023-08-02 15:00:00-04:00,14.310479999999927,-48.73660000000007
213,2023-08-03 15:00:00-04:00,14.280479999999955,-48.76660000000004
214,2023-08-04 15:00:00-04:00,16.470479999999952,-46.57660000000004
215,2023-08-07 15:00:00-04:00,14.070479999999975,-48.97660000000002
216,2023-08-08 15:00:00-04:00,12.69047999999998,-50.356600000000014
217,2023-08-09 15:00:00-04:00,15.140479999999968,-47.906600000000026
218,2023-08-10 15:00:00-04:00,9.810479999999984,-53.23660000000001
219,2023-08-11 15:00:00-04:00,9.110479999999939,-53.936600000000055
220,2023-08-14 15:00:00-04:00,12.920479999999941,-50.12660000000005
221,2023-08-15 15:00:00-04:00,14.810479999999927,-48.23660000000007
222,2023-08-16 15:00:00-04:00,10.88047999999992,-52.166600000000074
223,2023-08-17 15:00:00-04:00,14.680479999999932,-48.36660000000006
