side,date,entry_time,exit_time,entry,exit,pnl,cum_pnl,net_pnl,cumulative_pnl
sell,2022-11-14,2022-11-14 09:30:00-05:00,2022-11-14 15:00:00-05:00,285.51,285.37,0.13999999999998636,39.10931999999997,0.13999999999998636,39.10931999999997
buy,2022-11-15,2022-11-15 09:30:00-05:00,2022-11-15 15:00:00-05:00,292.45,289.41,-3.0399999999999636,36.069320000000005,-3.0399999999999636,36.069320000000005
sell,2022-11-16,2022-11-16 09:30:00-05:00,2022-11-16 15:00:00-05:00,286.44,285.4,1.0400000000000205,37.109320000000025,1.0400000000000205,37.109320000000025
buy,2022-11-17,2022-11-17 09:30:00-05:00,2022-11-17 15:00:00-05:00,281.83,284.82,2.990000000000009,40.099320000000034,2.990000000000009,40.099320000000034
sell,2022-11-18,2022-11-18 09:30:00-05:00,2022-11-18 15:00:00-05:00,285.88,284.79,1.089999999999975,41.18932000000001,1.089999999999975,41.18932000000001
buy,2022-11-21,2022-11-21 09:30:00-05:00,2022-11-21 15:00:00-05:00,283.68,281.83,-1.8500000000000227,39.33931999999999,-1.8500000000000227,39.33931999999999
sell,2022-11-22,2022-11-22 09:30:00-05:00,2022-11-22 15:00:00-05:00,280.93,285.92,-4.990000000000009,34.34931999999998,-4.990000000000009,34.34931999999998
buy,2022-11-23,2022-11-23 09:30:00-05:00,2022-11-23 15:00:00-05:00,287.99,288.86,0.8700000000000045,35.21931999999998,0.8700000000000045,35.21931999999998
buy,2022-11-25,2022-11-25 09:30:00-05:00,2022-11-25 12:00:00-05:00,287.35,286.87,-0.4800000000000182,34.739319999999964,-0.4800000000000182,34.739319999999964
buy,2022-11-28,2022-11-28 09:30:00-05:00,2022-11-28 15:00:00-05:00,286.2,282.63,-3.569999999999993,31.16931999999997,-3.569999999999993,31.16931999999997
sell,2022-11-29,2022-11-29 09:30:00-05:00,2022-11-29 15:00:00-05:00,281.89,280.55,1.339999999999975,32.509319999999946,1.339999999999975,32.509319999999946
buy,2022-11-30,2022-11-30 09:30:00-05:00,2022-11-30 14:00:00-05:00,281.61,287.80542,6.195420000000013,38.70473999999996,6.195420000000013,38.70473999999996
buy,2022-12-01,2022-12-01 09:30:00-05:00,2022-12-01 15:00:00-05:00,294.96,293.72,-1.2399999999999523,37.464740000000006,-1.2399999999999523,37.464740000000006
buy,2022-12-02,2022-12-02 09:30:00-05:00,2022-12-02 15:00:00-05:00,289.26,292.62,3.3600000000000136,40.82474000000002,3.3600000000000136,40.82474000000002
buy,2022-12-05,2022-12-05 09:30:00-05:00,2022-12-05 15:00:00-05:00,290.72,287.52,-3.2000000000000455,37.624739999999974,-3.2000000000000455,37.624739999999974
sell,2022-12-06,2022-12-06 09:30:00-05:00,2022-12-06 15:00:00-05:00,284.21,281.72,2.4899999999999523,40.11473999999993,2.4899999999999523,40.11473999999993
sell,2022-12-07,2022-12-07 09:30:00-05:00,2022-12-07 15:00:00-05:00,279.54,280.44,-0.8999999999999773,39.21473999999995,-0.8999999999999773,39.21473999999995
buy,2022-12-08,2022-12-08 09:30:00-05:00,2022-12-08 15:00:00-05:00,282.8,283.88,1.079999999999984,40.29473999999993,1.079999999999984,40.29473999999993
buy,2022-12-09,2022-12-09 09:30:00-05:00,2022-12-09 15:00:00-05:00,283.18,282.09,-1.0900000000000318,39.2047399999999,-1.0900000000000318,39.2047399999999
buy,2022-12-12,2022-12-12 09:30:00-05:00,2022-12-12 15:00:00-05:00,282.7,285.62,2.920000000000016,42.12473999999992,2.920000000000016,42.12473999999992
sell,2022-12-13,2022-12-13 09:30:00-05:00,2022-12-13 11:00:00-05:00,295.73,289.22394,6.506059999999991,48.63079999999991,6.506059999999991,48.63079999999991
buy,2022-12-14,2022-12-14 09:30:00-05:00,2022-12-14 15:00:00-05:00,289.95,286.42,-3.5299999999999727,45.100799999999936,-3.5299999999999727,45.100799999999936
sell,2022-12-15,2022-12-15 09:30:00-05:00,2022-12-15 15:00:00-05:00,279.67,276.93,2.740000000000009,47.840799999999945,2.740000000000009,47.840799999999945
buy,2022-12-16,2022-12-16 09:30:00-05:00,2022-12-16 15:00:00-05:00,276.92,274.23,-2.6899999999999977,45.15079999999995,-2.6899999999999977,45.15079999999995
sell,2022-12-19,2022-12-19 09:30:00-05:00,2022-12-19 15:00:00-05:00,271.79,269.84,1.9500000000000455,47.10079999999999,1.9500000000000455,47.10079999999999
buy,2022-12-20,2022-12-20 09:30:00-05:00,2022-12-20 15:00:00-05:00,269.4,269.58,0.18000000000000682,47.2808,0.18000000000000682,47.2808
buy,2022-12-21,2022-12-21 09:30:00-05:00,2022-12-21 15:00:00-05:00,270.84,273.5,2.660000000000025,49.940800000000024,2.660000000000025,49.940800000000024
sell,2022-12-22,2022-12-22 09:30:00-05:00,2022-12-22 13:00:00-05:00,268.53,262.62233999999995,5.907660000000021,55.848460000000046,5.907660000000021,55.848460000000046
sell,2022-12-23,2022-12-23 09:30:00-05:00,2022-12-23 15:00:00-05:00,264.02,267.45,-3.430000000000007,52.41846000000004,-3.430000000000007,52.41846000000004
sell,2022-12-27,2022-12-27 09:30:00-05:00,2022-12-27 15:00:00-05:00,263.85,263.54,0.3100000000000023,52.72846000000004,0.3100000000000023,52.72846000000004
buy,2022-12-28,2022-12-28 09:30:00-05:00,2022-12-28 15:00:00-05:00,264.33,260.02,-4.310000000000002,48.41846000000004,-4.310000000000002,48.41846000000004
buy,2022-12-29,2022-12-29 09:30:00-05:00,2022-12-29 15:00:00-05:00,264.79,266.51,1.7199999999999704,50.13846000000001,1.7199999999999704,50.13846000000001
buy,2022-12-30,2022-12-30 09:30:00-05:00,2022-12-30 15:00:00-05:00,263.72,266.33,2.609999999999957,52.748459999999966,2.609999999999957,52.748459999999966
sell,2023-01-03,2023-01-03 09:30:00-05:00,2023-01-03 15:00:00-05:00,265.61,264.45,1.160000000000025,53.90845999999999,1.160000000000025,53.90845999999999
sell,2023-01-04,2023-01-04 09:30:00-05:00,2023-01-04 15:00:00-05:00,265.4,265.77,-0.37000000000000455,53.538459999999986,-0.37000000000000455,53.538459999999986
sell,2023-01-05,2023-01-05 09:30:00-05:00,2023-01-05 15:00:00-05:00,262.83,261.61,1.2199999999999704,54.75845999999996,1.2199999999999704,54.75845999999996
sell,2023-01-06,2023-01-06 09:30:00-05:00,2023-01-06 15:00:00-05:00,261.49,268.76,-7.269999999999982,47.488459999999975,-7.269999999999982,47.488459999999975
buy,2023-01-09,2023-01-09 09:30:00-05:00,2023-01-09 15:00:00-05:00,273.52,270.54,-2.9799999999999613,44.508460000000014,-2.9799999999999613,44.508460000000014
buy,2023-01-10,2023-01-10 09:30:00-05:00,2023-01-10 15:00:00-05:00,271.08,272.93,1.8500000000000227,46.358460000000036,1.8500000000000227,46.358460000000036
buy,2023-01-11,2023-01-11 09:30:00-05:00,2023-01-11 15:00:00-05:00,274.24,277.58,3.339999999999975,49.69846000000001,3.339999999999975,49.69846000000001
sell,2023-01-12,2023-01-12 09:30:00-05:00,2023-01-12 15:00:00-05:00,274.89,279.04,-4.150000000000034,45.54845999999998,-4.150000000000034,45.54845999999998
buy,2023-01-13,2023-01-13 09:30:00-05:00,2023-01-13 15:00:00-05:00,277.31,280.94,3.6299999999999955,49.17845999999997,3.6299999999999955,49.17845999999997
buy,2023-01-17,2023-01-17 09:30:00-05:00,2023-01-17 15:00:00-05:00,281.13,281.45,0.3199999999999932,49.498459999999966,0.3199999999999932,49.498459999999966
buy,2023-01-18,2023-01-18 09:30:00-05:00,2023-01-18 15:00:00-05:00,283.76,277.87,-5.889999999999986,43.60845999999998,-5.889999999999986,43.60845999999998
sell,2023-01-19,2023-01-19 09:30:00-05:00,2023-01-19 15:00:00-05:00,275.96,275.1,0.8599999999999568,44.468459999999936,0.8599999999999568,44.468459999999936
buy,2023-01-20,2023-01-20 09:30:00-05:00,2023-01-20 15:00:00-05:00,277.3,282.78,5.479999999999961,49.9484599999999,5.479999999999961,49.9484599999999
buy,2023-01-23,2023-01-23 09:30:00-05:00,2023-01-23 15:00:00-05:00,285.85,289.01,3.159999999999968,53.108459999999866,3.159999999999968,53.108459999999866
buy,2023-01-24,2023-01-24 09:30:00-05:00,2023-01-24 15:00:00-05:00,287.89,288.41,0.5200000000000387,53.628459999999905,0.5200000000000387,53.628459999999905
sell,2023-01-25,2023-01-25 09:30:00-05:00,2023-01-25 15:00:00-05:00,281.66,287.7,-6.039999999999964,47.58845999999994,-6.039999999999964,47.58845999999994
sell,2023-01-26,2023-01-26 09:30:00-05:00,2023-01-26 15:00:00-05:00,290.18,293.38,-3.1999999999999886,44.38845999999995,-3.1999999999999886,44.38845999999995
buy,2023-01-27,2023-01-27 09:30:00-05:00,2023-01-27 15:00:00-05:00,293.87,296.22,2.3500000000000227,46.738459999999975,2.3500000000000227,46.738459999999975
buy,2023-01-30,2023-01-30 09:30:00-05:00,2023-01-30 15:00:00-05:00,293.77,290.14,-3.6299999999999955,43.10845999999998,-3.6299999999999955,43.10845999999998
buy,2023-01-31,2023-01-31 09:30:00-05:00,2023-01-31 15:00:00-05:00,290.78,294.66,3.8800000000000523,46.98846000000003,3.8800000000000523,46.98846000000003
buy,2023-02-01,2023-02-01 09:30:00-05:00,2023-02-01 15:00:00-05:00,294.6,301.0812,6.481200000000001,53.46966000000003,6.481200000000001,53.46966000000003
sell,2023-02-02,2023-02-02 09:30:00-05:00,2023-02-02 15:00:00-05:00,307.34,311.76,-4.420000000000016,49.04966000000002,-4.420000000000016,49.04966000000002
buy,2023-02-03,2023-02-03 09:30:00-05:00,2023-02-03 15:00:00-05:00,308.66,306.19,-2.4700000000000273,46.57965999999999,-2.4700000000000273,46.57965999999999
buy,2023-02-06,2023-02-06 09:30:00-05:00,2023-02-06 15:00:00-05:00,304.5,303.6,-0.8999999999999773,45.67966000000001,-0.8999999999999773,45.67966000000001
sell,2023-02-07,2023-02-07 09:30:00-05:00,2023-02-07 15:00:00-05:00,303.27,309.94,-6.670000000000016,39.00966,-6.670000000000016,39.00966
sell,2023-02-08,2023-02-08 09:30:00-05:00,2023-02-08 15:00:00-05:00,308.19,304.38,3.8100000000000023,42.81966,3.8100000000000023,42.81966
sell,2023-02-09,2023-02-09 09:30:00-05:00,2023-02-09 15:00:00-05:00,307.61,300.84258,6.7674200000000155,49.587080000000014,6.7674200000000155,49.587080000000014
buy,2023-02-10,2023-02-10 09:30:00-05:00,2023-02-10 15:00:00-05:00,299.69,299.73,0.040000000000020464,49.627080000000035,0.040000000000020464,49.627080000000035
buy,2023-02-13,2023-02-13 09:30:00-05:00,2023-02-13 15:00:00-05:00,302.57,304.58,2.009999999999991,51.637080000000026,2.009999999999991,51.637080000000026
buy,2023-02-14,2023-02-14 09:30:00-05:00,2023-02-14 15:00:00-05:00,305.6,306.7,1.099999999999966,52.73707999999999,1.099999999999966,52.73707999999999
buy,2023-02-15,2023-02-15 09:30:00-05:00,2023-02-15 15:00:00-05:00,305.14,309.25,4.110000000000014,56.847080000000005,4.110000000000014,56.847080000000005
buy,2023-02-16,2023-02-16 09:30:00-05:00,2023-02-16 15:00:00-05:00,305.31,303.28,-2.0300000000000296,54.817079999999976,-2.0300000000000296,54.817079999999976
sell,2023-02-17,2023-02-17 09:30:00-05:00,2023-02-17 15:00:00-05:00,299.67,301.15,-1.4799999999999613,53.337080000000014,-1.4799999999999613,53.337080000000014
sell,2023-02-21,2023-02-21 09:30:00-05:00,2023-02-21 15:00:00-05:00,297.25,294.02,3.230000000000018,56.56708000000003,3.230000000000018,56.56708000000003
buy,2023-02-22,2023-02-22 09:30:00-05:00,2023-02-22 15:00:00-05:00,294.71,294.21,-0.5,56.06708000000003,-0.5,56.06708000000003
sell,2023-02-23,2023-02-23 09:30:00-05:00,2023-02-23 15:00:00-05:00,297.43,296.83,0.6000000000000227,56.667080000000055,0.6000000000000227,56.667080000000055
sell,2023-02-24,2023-02-24 09:30:00-05:00,2023-02-24 15:00:00-05:00,291.31,291.82,-0.5099999999999909,56.157080000000065,-0.5099999999999909,56.157080000000065
buy,2023-02-27,2023-02-27 09:30:00-05:00,2023-02-27 15:00:00-05:00,295.48,293.94,-1.5400000000000205,54.617080000000044,-1.5400000000000205,54.617080000000044
buy,2023-02-28,2023-02-28 09:30:00-05:00,2023-02-28 15:00:00-05:00,294.23,293.5,-0.7300000000000182,53.887080000000026,-0.7300000000000182,53.887080000000026
sell,2023-03-01,2023-03-01 09:30:00-05:00,2023-03-01 15:00:00-05:00,293.24,291.14,2.1000000000000227,55.98708000000005,2.1000000000000227,55.98708000000005
buy,2023-03-02,2023-03-02 09:30:00-05:00,2023-03-02 15:00:00-05:00,289.6,293.7,4.099999999999966,60.087080000000014,4.099999999999966,60.087080000000014
buy,2023-03-03,2023-03-03 09:30:00-05:00,2023-03-03 15:00:00-05:00,296.74,299.7,2.9599999999999795,63.047079999999994,2.9599999999999795,63.047079999999994
buy,2023-03-06,2023-03-06 09:30:00-05:00,2023-03-06 15:00:00-05:00,301.47,300.05,-1.420000000000016,61.62707999999998,-1.420000000000016,61.62707999999998
buy,2023-03-07,2023-03-07 09:30:00-05:00,2023-03-07 15:00:00-05:00,300.3,296.33,-3.9700000000000273,57.65707999999995,-3.9700000000000273,57.65707999999995
sell,2023-03-08,2023-03-08 09:30:00-05:00,2023-03-08 15:00:00-05:00,296.55,297.88,-1.329999999999984,56.32707999999997,-1.329999999999984,56.32707999999997
buy,2023-03-09,2023-03-09 09:30:00-05:00,2023-03-09 15:00:00-05:00,300.3,292.49,-7.810000000000002,48.517079999999964,-7.810000000000002,48.517079999999964
sell,2023-03-10,2023-03-10 09:30:00-05:00,2023-03-10 15:00:00-05:00,290.21,288.5,1.7099999999999795,50.227079999999944,1.7099999999999795,50.227079999999944
buy,2023-03-13,2023-03-13 09:30:00-04:00,2023-03-13 15:00:00-04:00,289.64,290.71,1.0699999999999932,51.29707999999994,1.0699999999999932,51.29707999999994
buy,2023-03-14,2023-03-14 09:30:00-04:00,2023-03-14 15:00:00-04:00,295.65,297.38,1.7300000000000182,53.027079999999955,1.7300000000000182,53.027079999999955
sell,2023-03-15,2023-03-15 09:30:00-04:00,2023-03-15 15:00:00-04:00,294.65,298.9,-4.25,48.777079999999955,-4.25,48.777079999999955
buy,2023-03-16,2023-03-16 09:30:00-04:00,2023-03-16 15:00:00-04:00,299.7,306.2934,6.593400000000031,55.370479999999986,6.593400000000031,55.370479999999986
buy,2023-03-17,2023-03-17 09:30:00-04:00,2023-03-17 15:00:00-04:00,307.65,305.33,-2.319999999999993,53.05047999999999,-2.319999999999993,53.05047999999999
sell,2023-03-20,2023-03-20 09:30:00-04:00,2023-03-20 15:00:00-04:00,302.81,305.91,-3.1000000000000227,49.95047999999997,-3.1000000000000227,49.95047999999997
buy,2023-03-21,2023-03-21 09:30:00-04:00,2023-03-21 15:00:00-04:00,308.85,310.31,1.4599999999999795,51.41047999999995,1.4599999999999795,51.41047999999995
buy,2023-03-22,2023-03-22 09:30:00-04:00,2023-03-22 15:00:00-04:00,310.52,306.0,-4.519999999999982,46.89047999999997,-4.519999999999982,46.89047999999997
buy,2023-03-23,2023-03-23 09:30:00-04:00,2023-03-23 15:00:00-04:00,310.79,309.78,-1.0100000000000477,45.88047999999992,-1.0100000000000477,45.88047999999992
sell,2023-03-24,2023-03-24 09:30:00-04:00,2023-03-24 15:00:00-04:00,309.23,310.95,-1.7199999999999704,44.16047999999995,-1.7199999999999704,44.16047999999995
buy,2023-03-27,2023-03-27 09:30:00-04:00,2023-03-27 15:00:00-04:00,311.89,308.7,-3.1899999999999977,40.97047999999995,-3.1899999999999977,40.97047999999995
sell,2023-03-28,2023-03-28 09:30:00-04:00,2023-03-28 15:00:00-04:00,306.19,307.11,-0.9200000000000159,40.050479999999936,-0.9200000000000159,40.050479999999936
buy,2023-03-29,2023-03-29 09:30:00-04:00,2023-03-29 15:00:00-04:00,311.52,312.81,1.2900000000000205,41.34047999999996,1.2900000000000205,41.34047999999996
buy,2023-03-30,2023-03-30 09:30:00-04:00,2023-03-30 15:00:00-04:00,315.55,315.68,0.12999999999999545,41.47047999999995,0.12999999999999545,41.47047999999995
buy,2023-03-31,2023-03-31 09:30:00-04:00,2023-03-31 15:00:00-04:00,317.08,320.89,3.8100000000000023,45.280479999999955,3.8100000000000023,45.280479999999955
buy,2023-04-03,2023-04-03 09:30:00-04:00,2023-04-03 15:00:00-04:00,319.13,320.17,1.0400000000000205,46.320479999999975,1.0400000000000205,46.320479999999975
sell,2023-04-04,2023-04-04 09:30:00-04:00,2023-04-04 15:00:00-04:00,320.49,319.12,1.3700000000000045,47.69047999999998,1.3700000000000045,47.69047999999998
sell,2023-04-05,2023-04-05 09:30:00-04:00,2023-04-05 15:00:00-04:00,317.25,315.85,1.3999999999999773,49.09047999999996,1.3999999999999773,49.09047999999996
sell,2023-04-06,2023-04-06 09:30:00-04:00,2023-04-06 15:00:00-04:00,313.63,318.1,-4.470000000000027,44.62047999999993,-4.470000000000027,44.62047999999993
sell,2023-04-10,2023-04-10 09:30:00-04:00,2023-04-10 15:00:00-04:00,313.72,317.92,-4.199999999999989,40.42047999999994,-4.199999999999989,40.42047999999994
sell,2023-04-11,2023-04-11 09:30:00-04:00,2023-04-11 15:00:00-04:00,316.63,315.83,0.8000000000000114,41.22047999999995,0.8000000000000114,41.22047999999995
sell,2023-04-12,2023-04-12 09:30:00-04:00,2023-04-12 15:00:00-04:00,315.63,313.03,2.6000000000000227,43.820479999999975,2.6000000000000227,43.820479999999975
buy,2023-04-13,2023-04-13 09:30:00-04:00,2023-04-13 15:00:00-04:00,315.77,319.27,3.5,47.320479999999975,3.5,47.320479999999975
buy,2023-04-14,2023-04-14 09:30:00-04:00,2023-04-14 15:00:00-04:00,319.88,318.58,-1.3000000000000114,46.020479999999964,-1.3000000000000114,46.020479999999964
sell,2023-04-17,2023-04-17 09:30:00-04:00,2023-04-17 15:00:00-04:00,318.13,318.78,-0.6499999999999773,45.370479999999986,-0.6499999999999773,45.370479999999986
sell,2023-04-18,2023-04-18 09:30:00-04:00,2023-04-18 15:00:00-04:00,320.31,318.83,1.4800000000000182,46.850480000000005,1.4800000000000182,46.850480000000005
buy,2023-04-19,2023-04-19 09:30:00-04:00,2023-04-19 15:00:00-04:00,316.63,318.74,2.1100000000000136,48.96048000000002,2.1100000000000136,48.96048000000002
buy,2023-04-20,2023-04-20 09:30:00-04:00,2023-04-20 15:00:00-04:00,317.27,316.31,-0.9599999999999795,48.00048000000004,-0.9599999999999795,48.00048000000004
sell,2023-04-21,2023-04-21 09:30:00-04:00,2023-04-21 15:00:00-04:00,314.41,316.6,-2.1899999999999977,45.81048000000004,-2.1899999999999977,45.81048000000004
buy,2023-04-24,2023-04-24 09:30:00-04:00,2023-04-24 15:00:00-04:00,316.93,315.94,-0.9900000000000091,44.82048000000003,-0.9900000000000091,44.82048000000003
sell,2023-04-25,2023-04-25 09:30:00-04:00,2023-04-25 15:00:00-04:00,314.1,309.94,4.160000000000025,48.98048000000006,4.160000000000025,48.98048000000006
buy,2023-04-26,2023-04-26 09:30:00-04:00,2023-04-26 15:00:00-04:00,313.68,311.8,-1.8799999999999955,47.10048000000006,-1.8799999999999955,47.10048000000006
sell,2023-04-27,2023-04-27 09:30:00-04:00,2023-04-27 15:00:00-04:00,315.3,320.39,-5.089999999999975,42.010480000000086,-5.089999999999975,42.010480000000086
sell,2023-04-28,2023-04-28 09:30:00-04:00,2023-04-28 15:00:00-04:00,319.85,322.62,-2.769999999999982,39.240480000000105,-2.769999999999982,39.240480000000105
buy,2023-05-01,2023-05-01 09:30:00-04:00,2023-05-01 15:00:00-04:00,322.35,322.18,-0.17000000000001592,39.07048000000009,-0.17000000000001592,39.07048000000009
sell,2023-05-02,2023-05-02 09:30:00-04:00,2023-05-02 15:00:00-04:00,321.83,319.36,2.4699999999999704,41.54048000000006,2.4699999999999704,41.54048000000006
buy,2023-05-03,2023-05-03 09:30:00-04:00,2023-05-03 15:00:00-04:00,320.6,317.35,-3.25,38.29048000000006,-3.25,38.29048000000006
sell,2023-05-04,2023-05-04 09:30:00-04:00,2023-05-04 15:00:00-04:00,316.07,316.23,-0.160000000000025,38.130480000000034,-0.160000000000025,38.130480000000034
buy,2023-05-05,2023-05-05 09:30:00-04:00,2023-05-05 15:00:00-04:00,319.7,322.92,3.2200000000000273,41.35048000000006,3.2200000000000273,41.35048000000006
sell,2023-05-08,2023-05-08 09:30:00-04:00,2023-05-08 15:00:00-04:00,321.69,323.74,-2.0500000000000114,39.30048000000005,-2.0500000000000114,39.30048000000005
buy,2023-05-09,2023-05-09 09:30:00-04:00,2023-05-09 15:00:00-04:00,322.68,321.6,-1.079999999999984,38.220480000000066,-1.079999999999984,38.220480000000066
buy,2023-05-10,2023-05-10 09:30:00-04:00,2023-05-10 15:00:00-04:00,324.36,325.15,0.7899999999999636,39.01048000000003,0.7899999999999636,39.01048000000003
sell,2023-05-11,2023-05-11 09:30:00-04:00,2023-05-11 15:00:00-04:00,324.7,326.18,-1.4800000000000182,37.53048000000001,-1.4800000000000182,37.53048000000001
sell,2023-05-12,2023-05-12 09:30:00-04:00,2023-05-12 15:00:00-04:00,326.17,325.04,1.1299999999999955,38.66048000000001,1.1299999999999955,38.66048000000001
sell,2023-05-15,2023-05-15 09:30:00-04:00,2023-05-15 15:00:00-04:00,324.56,326.87,-2.3100000000000023,36.350480000000005,-2.3100000000000023,36.350480000000005
buy,2023-05-16,2023-05-16 09:30:00-04:00,2023-05-16 15:00:00-04:00,327.25,327.14,-0.11000000000001364,36.24047999999999,-0.11000000000001364,36.24047999999999
sell,2023-05-17,2023-05-17 09:30:00-04:00,2023-05-17 15:00:00-04:00,327.14,331.17,-4.03000000000003,32.21047999999996,-4.03000000000003,32.21047999999996
