window,buy_time,sell_time,duration_hrs,n,avg_return,median_return,std_return,win_rate,sharpe,max_return,min_return,return_per_hour
10:00-11:00,10:00,11:00,1.0,20,0.07207939024050689,2.1856511458079653,5.726322315341027,65.0,0.19981844967265008,10.375323432945754,-14.883997006899916,0.07207939024050689
11:00-15:00,11:00,15:00,4.0,20,-0.03440612502197876,2.9138728091433563,11.402854757339421,65.0,-0.04789855820637963,17.433434621927752,-26.867385021383654,-0.00860153125549469
09:30-11:30,09:30,11:30,2.0,20,-0.05774750457157935,0.7505767254012802,8.203624112396144,55.00000000000001,-0.11174490725392709,14.949838758655314,-23.770071911019198,-0.028873752285789676
11:30-15:30,11:30,15:30,4.0,20,-0.0907960326198181,2.0450482612294185,10.845682991540007,55.00000000000001,-0.1328954880190005,13.86193704338087,-34.95211884102481,-0.022699008154954525
10:00-15:30,10:00,15:30,5.5,20,-0.1882130622831255,1.8575088475118178,14.079870734085798,60.0,-0.21220292389029247,18.21530171397155,-40.87807578425221,-0.03422055677875009
09:30-10:30,09:30,10:30,1.0,20,-0.2939221985662252,1.6537913692253314,6.181919971472909,55.00000000000001,-0.7547607013317207,11.900074174901565,-12.73194922469083,-0.2939221985662252
12:30-13:30,12:30,13:30,1.0,20,-0.31990933900750473,-0.09697217687120553,3.059597686446919,40.0,-1.6598271534526403,5.618659558566312,-7.829878563945424,-0.31990933900750473
10:30-14:30,10:30,14:30,4.0,20,-0.3376823589301148,2.26831535268165,10.720301095037259,65.0,-0.5000364463324599,13.1404987474254,-30.57148478821667,-0.0844205897325287
10:00-11:30,10:00,11:30,1.5,20,-0.3783770482892344,1.0897208975110144,6.412850795742145,60.0,-0.9366426291277571,8.205483734875394,-20.450300678469997,-0.2522513655261563
11:00-11:30,11:00,11:30,0.5,20,-0.4284949104689807,0.040320393046787265,3.7944145738433104,50.0,-1.7926733346000885,5.169735997655234,-8.228487619761065,-0.8569898209379614
12:30-13:00,12:30,13:00,0.5,20,-0.4577274896883125,0.3151153616882735,2.403708584566243,55.00000000000001,-3.0229116301259746,2.4047578273931443,-7.6281303995658565,-0.915454979376625
11:00-15:30,11:00,15:30,4.5,20,-0.45869884538002076,1.427930401289757,12.116088403641452,55.00000000000001,-0.6009875618850351,19.74829859034007,-32.94132503846757,-0.10193307675111572
12:00-14:00,12:00,14:00,2.0,20,-0.46499667267238043,0.6646324693362256,6.3159954097669075,60.0,-1.1687141708125712,9.368609651908868,-18.384877412594122,-0.23249833633619021
09:30-14:30,09:30,14:30,5.0,20,-0.46731509105647895,3.0435363576354595,13.448425863057235,70.0,-0.55161824622434,21.495138503067107,-31.136249543236904,-0.0934630182112958
15:00-15:30,15:00,15:30,0.5,20,-0.4897146460095453,-0.5173417817208135,2.9740921036437986,40.0,-2.61389988253531,5.7802388883871885,-8.30537786575785,-0.9794292920190906
11:30-14:30,11:30,14:30,3.0,20,-0.601419925234945,1.7891035846171097,8.907314183651737,70.0,-1.0718433342866833,9.473392728951078,-29.93246455202821,-0.20047330841164834
10:00-10:30,10:00,10:30,0.5,20,-0.6021651620115384,-0.1200180577593521,3.634233512339613,50.0,-2.6302865704033542,6.38972844904461,-8.931473850421229,-1.2043303240230767
12:00-12:30,12:00,12:30,0.5,20,-0.6782313503610274,-1.1111334334748768,3.218820615678191,40.0,-3.344886277320025,4.052567303538522,-11.311083234005533,-1.3564627007220549
10:00-14:30,10:00,14:30,4.5,20,-0.755852302265488,3.849302878380544,12.236929189525705,65.0,-0.9805387554592601,10.460822576817023,-36.315719329658265,-0.16796717828121957
11:00-14:30,11:00,14:30,3.5,20,-0.9728577720692239,1.593805986618015,10.214519291737806,70.0,-1.5119300198572254,11.820153207680226,-27.766500595494296,-0.27795936344834965
12:00-13:30,12:00,13:30,1.5,20,-1.0075900276944434,-1.176493202024594,4.187777568481421,40.0,-3.819447322396642,6.5358228987652645,-10.575419266201324,-0.671726685129629
12:00-13:00,12:00,13:00,1.0,20,-1.1282160942678074,-1.287627884603254,4.149793818824427,35.0,-4.315847014421775,6.554779560373884,-9.599989660784379,-1.1282160942678074
10:30-12:00,10:30,12:00,1.5,20,-1.3964169050593807,-1.9861880610842622,7.279061445993802,40.0,-3.0453694214000673,9.593513389961782,-16.028083544339296,-0.9309446033729204
09:30-12:00,09:30,12:00,2.5,20,-1.5910873126335494,-0.5520775499840327,10.306728552778418,40.0,-2.450605731117454,19.501563766985143,-26.719345310473823,-0.6364349250534198
11:30-12:00,11:30,12:00,0.5,20,-1.6496278049966333,-2.2778821731985803,4.1213456496729775,35.0,-6.353999832338395,5.5836147632887085,-13.363943583008126,-3.2992556099932666
10:30-14:00,10:30,14:00,3.5,20,-1.7284708624186875,-0.08423355071355192,10.287908820374064,50.0,-2.6670749888400995,12.104396565999249,-29.93673879039593,-0.4938488178339107
10:00-12:00,10:00,12:00,2.0,20,-1.908734474124752,-0.9090112408463991,8.753189619682606,40.0,-3.4616204767465284,9.944239402779798,-23.528013304274193,-0.954367237062376
09:30-14:00,09:30,14:00,4.5,20,-1.91297912684619,1.4621800979871373,12.448038714163747,60.0,-2.4395491446216226,15.241011048258537,-35.0660574711983,-0.4251064726324867
11:30-14:00,11:30,14:00,2.5,20,-2.0068460160710475,-0.19460687065718105,8.292334729129458,50.0,-3.841824276200295,8.24664702929657,-29.291876350377965,-0.802738406428419
10:30-12:30,10:30,12:30,2.0,20,-2.045316178936616,-3.0186445054586635,8.135078568201159,35.0,-3.9911584749400255,10.41166422505984,-16.997267137262423,-1.022658089468308
11:00-12:00,11:00,12:00,1.0,20,-2.0537972977587087,-2.18651027684874,5.871611795402559,40.0,-5.552652746008191,7.24439386087425,-12.218873084142444,-2.0537972977587087
10:00-14:00,10:00,14:00,4.0,20,-2.154343281018032,1.175954959872372,11.649221520018276,60.0,-2.935744616294862,8.648536669867957,-35.73348964843455,-0.538585820254508
09:30-12:30,09:30,12:30,3.0,20,-2.228464336546505,-0.8230265556063315,10.90910044277382,50.0,-3.2427765081129567,16.889607137781194,-27.565132940451942,-0.7428214455155017
11:30-12:30,11:30,12:30,1.0,20,-2.2878027444802314,-2.2589609580061882,5.646857332641488,25.0,-6.43149641023527,6.358751100090449,-15.944636929938488,-2.2878027444802314
10:30-13:30,10:30,13:30,3.0,20,-2.3286175389200388,-1.0475056298995031,8.734807780435093,35.0,-4.231994380253305,8.548203389420433,-23.232636797162858,-0.7762058463066795
11:00-14:00,11:00,14:00,3.0,20,-2.3749190700270115,-0.18452378719340418,9.639701299301427,50.0,-3.9109792190251467,12.557563056766414,-27.10611019947708,-0.7916396900090038
10:30-13:00,10:30,13:00,2.5,20,-2.4243788476005617,-2.27007193172231,9.048712974586254,45.0,-4.253181772416471,10.306462622380073,-23.328823835235347,-0.9697515390402247
09:30-13:30,09:30,13:30,4.0,20,-2.5058173708271134,-0.7899651903816564,11.334480326577953,45.0,-3.5095228381710304,15.837226457783004,-32.55226793952046,-0.6264543427067784
10:00-12:30,10:00,12:30,2.5,20,-2.5579278691588114,-1.2059963380363483,9.372215650562767,45.0,-4.332577012157765,9.917902144930867,-24.41063451803282,-1.0231711476635246
11:30-13:30,11:30,13:30,2.0,20,-2.5876810734721145,-1.022719529893377,6.429466988414931,40.0,-6.3890464995858585,6.032307624497458,-22.52606978480773,-1.2938405367360573
09:30-13:00,09:30,13:00,3.5,20,-2.5951374012764927,-1.1652908373369588,11.558106435044904,40.0,-3.5642974324937646,15.34216848604803,-33.09055905450644,-0.7414678289361408
11:00-12:30,11:00,12:30,1.5,20,-2.6374377442740027,-1.2907829455414712,7.6032011785206866,35.0,-5.506631382694928,9.123164085769824,-22.147869413343127,-1.7582918295160017
11:30-13:00,11:30,13:00,1.5,20,-2.704153946977673,-1.75405394178589,6.53055215031426,40.0,-6.573274681093278,8.070301970883028,-19.305122645440516,-1.8027692979851153
10:00-13:30,10:00,13:30,3.5,20,-2.7862698819337783,-0.6893205151365501,10.210914655952026,45.0,-4.331704323163062,7.332924330512168,-29.614956489695903,-0.7960771091239367
10:00-13:00,10:00,13:00,3.0,20,-2.911917985382557,-0.8409657649430188,10.226086773892956,45.0,-4.520327862192914,9.028170325006139,-30.176689885201696,-0.9706393284608524
11:00-13:30,11:00,13:30,2.5,20,-2.9549803237484173,-0.5337389458856652,8.021375633943336,45.0,-5.847981759620465,8.986994461990939,-20.131155516105743,-1.181992129499367
11:00-13:00,11:00,13:00,2.0,20,-3.0488947539424283,-1.5422115938537755,8.309128528739599,45.0,-5.8248832699893835,10.752361214288506,-20.645852192184783,-1.5244473769712141
