ticker,analysis_date,optimal_profit_target,optimal_strategy_mode,test_period_start,test_period_end,test_total_trades,test_final_portfolio_value,test_total_return_pct,test_sortino_ratio_PRIMARY,test_sharpe_ratio_INFO,test_calmar_ratio,test_max_drawdown_pct,test_win_rate_pct,train_test_split_ratio,parameters_tested,optimization_metric,investment_recommendation,risk_assessment
QQQ,2025-09-25 14:50:09,1.0,buy,2024-10-30,2025-09-25,122,100004.45498407439,0.00445498407438572,-14.499431800701426,-17.59646128509196,0.13610650172343333,-0.08791207824105439,60.65573770491803,0.7,39,sortino_ratio,REVIEW_REASSESS,POOR_DOWNSIDE_PROTECTION
